Date,Region,Type,Value
2021-03-21,Rajshahi,Case Rate,5.0
2021-03-22,Rajshahi,Case Rate,8.0
2021-03-23,Rajshahi,Case Rate,5.0
2021-03-24,Rajshahi,Case Rate,7.0
2021-03-25,Rajshahi,Case Rate,6.0
2021-03-26,Rajshahi,Case Rate,7.0
2021-03-27,Rajshahi,Case Rate,12.0
2021-03-28,Rajshahi,Case Rate,7.0
2021-03-29,Rajshahi,Case Rate,9.0
2021-03-30,Rajshahi,Case Rate,11.0
2021-03-31,Rajshahi,Case Rate,10.0
2021-04-01,Rajshahi,Case Rate,10.0
2021-04-02,Rajshahi,Case Rate,11.0
2021-04-03,Rajshahi,Case Rate,15.0
2021-04-04,Rajshahi,Case Rate,12.0
2021-04-05,Rajshahi,Case Rate,9.0
2021-04-06,Rajshahi,Case Rate,10.0
2021-04-07,Rajshahi,Case Rate,18.0
2021-04-08,Rajshahi,Case Rate,17.0
2021-04-09,Rajshahi,Case Rate,14.0
2021-04-10,Rajshahi,Case Rate,19.0
2021-04-11,Rajshahi,Case Rate,21.0
2021-04-12,Rajshahi,Case Rate,17.0
2021-04-13,Rajshahi,Case Rate,16.0
2021-04-14,Rajshahi,Case Rate,15.0
2021-04-15,Rajshahi,Case Rate,16.0
2021-04-16,Rajshahi,Case Rate,19.0
2021-04-17,Rajshahi,Case Rate,22.0
2021-04-18,Rajshahi,Case Rate,22.0
2021-04-19,Rajshahi,Case Rate,16.0
2021-04-20,Rajshahi,Case Rate,12.0
2021-04-21,Rajshahi,Case Rate,13.0
2021-04-22,Rajshahi,Case Rate,11.0
2021-04-23,Rajshahi,Case Rate,11.0
2021-04-24,Rajshahi,Case Rate,12.0
2021-04-25,Rajshahi,Case Rate,14.0
2021-04-26,Rajshahi,Case Rate,10.0
2021-04-27,Rajshahi,Case Rate,7.0
2021-04-28,Rajshahi,Case Rate,12.0
2021-04-29,Rajshahi,Case Rate,13.0
2021-04-30,Rajshahi,Case Rate,8.0
2021-05-01,Rajshahi,Case Rate,9.0
2021-05-02,Rajshahi,Case Rate,9.0
2021-05-03,Rajshahi,Case Rate,8.0
2021-05-04,Rajshahi,Case Rate,6.0
2021-05-05,Rajshahi,Case Rate,7.0
2021-05-06,Rajshahi,Case Rate,8.0
2021-05-07,Rajshahi,Case Rate,6.0
2021-05-08,Rajshahi,Case Rate,8.0
2021-05-09,Rajshahi,Case Rate,9.0
2021-05-10,Rajshahi,Case Rate,17.0
2021-05-11,Rajshahi,Case Rate,9.0
2021-05-12,Rajshahi,Case Rate,5.0
2021-05-13,Rajshahi,Case Rate,13.0
2021-05-14,Rajshahi,Case Rate,19.0
2021-05-15,Rajshahi,Case Rate,23.0
2021-05-16,Rajshahi,Case Rate,27.0
2021-05-17,Rajshahi,Case Rate,16.0
2021-05-18,Rajshahi,Case Rate,9.0
2021-05-19,Rajshahi,Case Rate,8.0
2021-05-20,Rajshahi,Case Rate,10.0
2021-05-21,Rajshahi,Case Rate,7.0
2021-05-22,Rajshahi,Case Rate,10.0
2021-05-23,Rajshahi,Case Rate,21.0
2021-05-24,Rajshahi,Case Rate,10.0
2021-05-25,Rajshahi,Case Rate,16.0
2021-05-26,Rajshahi,Case Rate,19.0
2021-05-27,Rajshahi,Case Rate,21.0
2021-05-28,Rajshahi,Case Rate,8.0
2021-05-29,Rajshahi,Case Rate,16.0
2021-05-30,Rajshahi,Case Rate,29.0
2021-05-31,Rajshahi,Case Rate,16.0
2021-06-01,Rajshahi,Case Rate,14.0
2021-06-02,Rajshahi,Case Rate,14.0
2021-06-03,Rajshahi,Case Rate,20.0
2021-06-04,Rajshahi,Case Rate,24.0
2021-06-05,Rajshahi,Case Rate,24.0
2021-06-06,Rajshahi,Case Rate,29.0
2021-06-07,Rajshahi,Case Rate,20.0
2021-06-08,Rajshahi,Case Rate,20.0
2021-06-09,Rajshahi,Case Rate,16.0
2021-06-10,Rajshahi,Case Rate,23.0
2021-06-11,Rajshahi,Case Rate,21.0
2021-06-12,Rajshahi,Case Rate,25.0
2021-06-13,Rajshahi,Case Rate,30.0
2021-06-14,Rajshahi,Case Rate,20.0
2021-06-15,Rajshahi,Case Rate,27.0
2021-06-16,Rajshahi,Case Rate,22.0
2021-06-17,Rajshahi,Case Rate,23.0
2021-06-18,Rajshahi,Case Rate,21.0
2021-06-19,Rajshahi,Case Rate,28.0
2021-06-20,Rajshahi,Case Rate,44.0
2021-06-21,Rajshahi,Case Rate,24.0
2021-06-22,Rajshahi,Case Rate,22.0
2021-06-23,Rajshahi,Case Rate,22.0
2021-06-24,Rajshahi,Case Rate,30.0
2021-06-25,Rajshahi,Case Rate,23.0
2021-06-26,Rajshahi,Case Rate,34.0
2021-06-27,Rajshahi,Case Rate,33.0
2021-06-28,Rajshahi,Case Rate,29.0
2021-06-29,Rajshahi,Case Rate,33.0
2021-06-30,Rajshahi,Case Rate,32.0
2021-07-01,Rajshahi,Case Rate,36.0
2021-07-02,Rajshahi,Case Rate,11.0
2020-03-06,Rajshahi,Deaths,0.0
2020-03-08,Rajshahi,Deaths,0.0
2020-03-09,Rajshahi,Deaths,0.0
2020-03-18,Rajshahi,Deaths,1.0
2020-03-19,Rajshahi,Deaths,0.0
2020-03-20,Rajshahi,Deaths,0.0
2020-03-21,Rajshahi,Deaths,1.0
2020-03-22,Rajshahi,Deaths,0.0
2020-03-23,Rajshahi,Deaths,1.0
2020-03-24,Rajshahi,Deaths,1.0
2020-03-25,Rajshahi,Deaths,1.0
2020-03-26,Rajshahi,Deaths,0.0
2020-03-27,Rajshahi,Deaths,0.0
2020-03-31,Rajshahi,Deaths,0.0
2020-04-01,Rajshahi,Deaths,1.0
2020-04-03,Rajshahi,Deaths,0.0
2020-04-04,Rajshahi,Deaths,2.0
2020-04-05,Rajshahi,Deaths,1.0
2020-04-06,Rajshahi,Deaths,3.0
2020-04-07,Rajshahi,Deaths,5.0
2020-04-08,Rajshahi,Deaths,3.0
2020-04-09,Rajshahi,Deaths,1.0
2020-04-10,Rajshahi,Deaths,6.0
2020-04-11,Rajshahi,Deaths,3.0
2020-04-12,Rajshahi,Deaths,4.0
2020-04-13,Rajshahi,Deaths,5.0
2020-04-14,Rajshahi,Deaths,7.0
2020-04-15,Rajshahi,Deaths,4.0
2020-04-16,Rajshahi,Deaths,10.0
2020-04-17,Rajshahi,Deaths,15.0
2020-04-18,Rajshahi,Deaths,9.0
2020-04-19,Rajshahi,Deaths,7.0
2020-04-20,Rajshahi,Deaths,10.0
2020-04-21,Rajshahi,Deaths,9.0
2020-04-22,Rajshahi,Deaths,10.0
2020-04-23,Rajshahi,Deaths,7.0
2020-04-24,Rajshahi,Deaths,4.0
2020-04-25,Rajshahi,Deaths,9.0
2020-04-26,Rajshahi,Deaths,5.0
2020-04-27,Rajshahi,Deaths,7.0
2020-04-28,Rajshahi,Deaths,3.0
2020-04-29,Rajshahi,Deaths,8.0
2020-04-30,Rajshahi,Deaths,5.0
2020-05-01,Rajshahi,Deaths,2.0
2020-05-02,Rajshahi,Deaths,5.0
2020-05-03,Rajshahi,Deaths,2.0
2020-05-04,Rajshahi,Deaths,5.0
2020-05-05,Rajshahi,Deaths,1.0
2020-05-06,Rajshahi,Deaths,3.0
2020-05-07,Rajshahi,Deaths,13.0
2020-05-08,Rajshahi,Deaths,7.0
2020-05-09,Rajshahi,Deaths,8.0
2020-05-10,Rajshahi,Deaths,14.0
2020-05-11,Rajshahi,Deaths,11.0
2020-05-12,Rajshahi,Deaths,11.0
2020-05-13,Rajshahi,Deaths,19.0
2020-05-14,Rajshahi,Deaths,14.0
2020-05-15,Rajshahi,Deaths,15.0
2020-05-16,Rajshahi,Deaths,16.0
2020-05-17,Rajshahi,Deaths,14.0
2020-05-18,Rajshahi,Deaths,21.0
2020-05-19,Rajshahi,Deaths,21.0
2020-05-20,Rajshahi,Deaths,16.0
2020-05-21,Rajshahi,Deaths,22.0
2020-05-22,Rajshahi,Deaths,24.0
2020-05-23,Rajshahi,Deaths,20.0
2020-05-24,Rajshahi,Deaths,28.0
2020-05-25,Rajshahi,Deaths,21.0
2020-05-26,Rajshahi,Deaths,21.0
2020-05-27,Rajshahi,Deaths,22.0
2020-05-28,Rajshahi,Deaths,15.0
2020-05-29,Rajshahi,Deaths,23.0
2020-05-30,Rajshahi,Deaths,28.0
2020-05-31,Rajshahi,Deaths,40.0
2020-06-01,Rajshahi,Deaths,22.0
2020-06-02,Rajshahi,Deaths,37.0
2020-06-03,Rajshahi,Deaths,37.0
2020-06-04,Rajshahi,Deaths,35.0
2020-06-05,Rajshahi,Deaths,30.0
2020-06-06,Rajshahi,Deaths,35.0
2020-06-07,Rajshahi,Deaths,42.0
2020-06-08,Rajshahi,Deaths,42.0
2020-06-09,Rajshahi,Deaths,45.0
2020-06-10,Rajshahi,Deaths,37.0
2020-06-11,Rajshahi,Deaths,37.0
2020-06-12,Rajshahi,Deaths,46.0
2020-06-13,Rajshahi,Deaths,44.0
2020-06-14,Rajshahi,Deaths,32.0
2020-06-15,Rajshahi,Deaths,38.0
2020-06-16,Rajshahi,Deaths,53.0
2020-06-17,Rajshahi,Deaths,43.0
2020-06-18,Rajshahi,Deaths,38.0
2020-06-19,Rajshahi,Deaths,45.0
2020-06-20,Rajshahi,Deaths,37.0
2020-06-21,Rajshahi,Deaths,39.0
2020-06-22,Rajshahi,Deaths,38.0
2020-06-23,Rajshahi,Deaths,43.0
2020-06-24,Rajshahi,Deaths,37.0
2020-06-25,Rajshahi,Deaths,39.0
2020-06-26,Rajshahi,Deaths,40.0
2020-06-27,Rajshahi,Deaths,34.0
2020-06-28,Rajshahi,Deaths,43.0
2020-06-29,Rajshahi,Deaths,45.0
2020-06-30,Rajshahi,Deaths,64.0
2020-07-01,Rajshahi,Deaths,41.0
2020-07-02,Rajshahi,Deaths,38.0
2020-07-03,Rajshahi,Deaths,42.0
2020-07-04,Rajshahi,Deaths,29.0
2020-07-05,Rajshahi,Deaths,55.0
2020-07-06,Rajshahi,Deaths,44.0
2020-07-07,Rajshahi,Deaths,55.0
2020-07-08,Rajshahi,Deaths,46.0
2020-07-09,Rajshahi,Deaths,41.0
2020-07-10,Rajshahi,Deaths,37.0
2020-07-11,Rajshahi,Deaths,30.0
2020-07-12,Rajshahi,Deaths,47.0
2020-07-13,Rajshahi,Deaths,39.0
2020-07-14,Rajshahi,Deaths,33.0
2020-07-15,Rajshahi,Deaths,33.0
2020-07-16,Rajshahi,Deaths,39.0
2020-07-17,Rajshahi,Deaths,51.0
2020-07-18,Rajshahi,Deaths,34.0
2020-07-19,Rajshahi,Deaths,37.0
2020-07-20,Rajshahi,Deaths,50.0
2020-07-21,Rajshahi,Deaths,41.0
2020-07-22,Rajshahi,Deaths,42.0
2020-07-23,Rajshahi,Deaths,50.0
2020-07-24,Rajshahi,Deaths,35.0
2020-07-25,Rajshahi,Deaths,38.0
2020-07-26,Rajshahi,Deaths,54.0
2020-07-27,Rajshahi,Deaths,37.0
2020-07-28,Rajshahi,Deaths,35.0
2020-07-29,Rajshahi,Deaths,35.0
2020-07-30,Rajshahi,Deaths,48.0
2020-07-31,Rajshahi,Deaths,28.0
2020-08-01,Rajshahi,Deaths,21.0
2020-08-02,Rajshahi,Deaths,22.0
2020-08-03,Rajshahi,Deaths,30.0
2020-08-04,Rajshahi,Deaths,50.0
2020-08-05,Rajshahi,Deaths,33.0
2020-08-06,Rajshahi,Deaths,39.0
2020-08-07,Rajshahi,Deaths,27.0
2020-08-08,Rajshahi,Deaths,32.0
2020-08-09,Rajshahi,Deaths,34.0
2020-08-10,Rajshahi,Deaths,39.0
2020-08-11,Rajshahi,Deaths,33.0
2020-08-12,Rajshahi,Deaths,42.0
2020-08-13,Rajshahi,Deaths,44.0
2020-08-14,Rajshahi,Deaths,34.0
2020-08-15,Rajshahi,Deaths,34.0
2020-08-16,Rajshahi,Deaths,32.0
2020-08-17,Rajshahi,Deaths,37.0
2020-08-18,Rajshahi,Deaths,46.0
2020-08-19,Rajshahi,Deaths,41.0
2020-08-20,Rajshahi,Deaths,41.0
2020-08-21,Rajshahi,Deaths,39.0
2020-08-22,Rajshahi,Deaths,46.0
2020-08-23,Rajshahi,Deaths,34.0
2020-08-24,Rajshahi,Deaths,42.0
2020-08-25,Rajshahi,Deaths,45.0
2020-08-26,Rajshahi,Deaths,54.0
2020-08-27,Rajshahi,Deaths,45.0
2020-08-28,Rajshahi,Deaths,47.0
2020-08-29,Rajshahi,Deaths,32.0
2020-08-30,Rajshahi,Deaths,42.0
2020-08-31,Rajshahi,Deaths,33.0
2020-09-01,Rajshahi,Deaths,35.0
2020-09-02,Rajshahi,Deaths,35.0
2020-09-03,Rajshahi,Deaths,32.0
2020-09-04,Rajshahi,Deaths,29.0
2020-09-05,Rajshahi,Deaths,35.0
2020-09-06,Rajshahi,Deaths,32.0
2020-09-07,Rajshahi,Deaths,37.0
2020-09-08,Rajshahi,Deaths,36.0
2020-09-09,Rajshahi,Deaths,41.0
2020-09-10,Rajshahi,Deaths,41.0
2020-09-11,Rajshahi,Deaths,34.0
2020-09-12,Rajshahi,Deaths,34.0
2020-09-13,Rajshahi,Deaths,31.0
2020-09-14,Rajshahi,Deaths,26.0
2020-09-15,Rajshahi,Deaths,43.0
2020-09-16,Rajshahi,Deaths,21.0
2020-09-17,Rajshahi,Deaths,36.0
2020-09-18,Rajshahi,Deaths,22.0
2020-09-19,Rajshahi,Deaths,32.0
2020-09-20,Rajshahi,Deaths,26.0
2020-09-21,Rajshahi,Deaths,40.0
2020-09-22,Rajshahi,Deaths,28.0
2020-09-23,Rajshahi,Deaths,37.0
2020-09-24,Rajshahi,Deaths,28.0
2020-09-25,Rajshahi,Deaths,21.0
2020-09-26,Rajshahi,Deaths,36.0
2020-09-27,Rajshahi,Deaths,32.0
2020-09-28,Rajshahi,Deaths,32.0
2020-09-29,Rajshahi,Deaths,26.0
2020-09-30,Rajshahi,Deaths,32.0
2020-10-01,Rajshahi,Deaths,21.0
2020-10-02,Rajshahi,Deaths,33.0
2020-10-03,Rajshahi,Deaths,20.0
2020-10-04,Rajshahi,Deaths,23.0
2020-10-05,Rajshahi,Deaths,27.0
2020-10-06,Rajshahi,Deaths,30.0
2020-10-07,Rajshahi,Deaths,35.0
2020-10-08,Rajshahi,Deaths,20.0
2020-10-09,Rajshahi,Deaths,17.0
2020-10-10,Rajshahi,Deaths,23.0
2020-10-11,Rajshahi,Deaths,24.0
2020-10-12,Rajshahi,Deaths,31.0
2020-10-13,Rajshahi,Deaths,22.0
2020-10-14,Rajshahi,Deaths,16.0
2020-10-15,Rajshahi,Deaths,15.0
2020-10-16,Rajshahi,Deaths,15.0
2020-10-17,Rajshahi,Deaths,23.0
2020-10-18,Rajshahi,Deaths,14.0
2020-10-19,Rajshahi,Deaths,21.0
2020-10-20,Rajshahi,Deaths,18.0
2020-10-21,Rajshahi,Deaths,24.0
2020-10-22,Rajshahi,Deaths,24.0
2020-10-23,Rajshahi,Deaths,14.0
2020-10-24,Rajshahi,Deaths,19.0
2020-10-25,Rajshahi,Deaths,23.0
2020-10-26,Rajshahi,Deaths,15.0
2020-10-27,Rajshahi,Deaths,20.0
2020-10-28,Rajshahi,Deaths,23.0
2020-10-29,Rajshahi,Deaths,25.0
2020-10-30,Rajshahi,Deaths,19.0
2020-10-31,Rajshahi,Deaths,18.0
2020-11-01,Rajshahi,Deaths,18.0
2020-11-02,Rajshahi,Deaths,25.0
2020-11-03,Rajshahi,Deaths,17.0
2020-11-04,Rajshahi,Deaths,21.0
2020-11-05,Rajshahi,Deaths,17.0
2020-11-06,Rajshahi,Deaths,15.0
2020-11-07,Rajshahi,Deaths,13.0
2020-11-08,Rajshahi,Deaths,18.0
2020-11-09,Rajshahi,Deaths,25.0
2020-11-10,Rajshahi,Deaths,16.0
2020-11-11,Rajshahi,Deaths,19.0
2020-11-12,Rajshahi,Deaths,13.0
2020-11-13,Rajshahi,Deaths,19.0
2020-11-14,Rajshahi,Deaths,14.0
2020-11-15,Rajshahi,Deaths,21.0
2020-11-16,Rajshahi,Deaths,21.0
2020-11-17,Rajshahi,Deaths,39.0
2020-11-18,Rajshahi,Deaths,21.0
2020-11-19,Rajshahi,Deaths,30.0
2020-11-20,Rajshahi,Deaths,17.0
2020-11-21,Rajshahi,Deaths,28.0
2020-11-22,Rajshahi,Deaths,38.0
2020-11-23,Rajshahi,Deaths,28.0
2020-11-24,Rajshahi,Deaths,32.0
2020-11-25,Rajshahi,Deaths,39.0
2020-11-26,Rajshahi,Deaths,37.0
2020-11-27,Rajshahi,Deaths,20.0
2020-11-28,Rajshahi,Deaths,36.0
2020-11-29,Rajshahi,Deaths,29.0
2020-11-30,Rajshahi,Deaths,35.0
2020-12-01,Rajshahi,Deaths,31.0
2020-12-02,Rajshahi,Deaths,38.0
2020-12-03,Rajshahi,Deaths,35.0
2020-12-04,Rajshahi,Deaths,24.0
2020-12-05,Rajshahi,Deaths,35.0
2020-12-06,Rajshahi,Deaths,31.0
2020-12-07,Rajshahi,Deaths,36.0
2020-12-08,Rajshahi,Deaths,32.0
2020-12-09,Rajshahi,Deaths,24.0
2020-12-10,Rajshahi,Deaths,37.0
2020-12-11,Rajshahi,Deaths,19.0
2020-12-12,Rajshahi,Deaths,34.0
2020-12-13,Rajshahi,Deaths,32.0
2020-12-14,Rajshahi,Deaths,37.0
2020-12-15,Rajshahi,Deaths,40.0
2020-12-16,Rajshahi,Deaths,27.0
2020-12-17,Rajshahi,Deaths,36.0
2020-12-18,Rajshahi,Deaths,25.0
2020-12-19,Rajshahi,Deaths,25.0
2020-12-20,Rajshahi,Deaths,38.0
2020-12-21,Rajshahi,Deaths,32.0
2020-12-22,Rajshahi,Deaths,17.0
2020-12-23,Rajshahi,Deaths,30.0
2020-12-24,Rajshahi,Deaths,19.0
2020-12-25,Rajshahi,Deaths,20.0
2020-12-26,Rajshahi,Deaths,30.0
2020-12-27,Rajshahi,Deaths,24.0
2020-12-28,Rajshahi,Deaths,27.0
2020-12-29,Rajshahi,Deaths,30.0
2020-12-30,Rajshahi,Deaths,22.0
2020-12-31,Rajshahi,Deaths,28.0
2021-01-01,Rajshahi,Deaths,17.0
2021-01-02,Rajshahi,Deaths,23.0
2021-01-03,Rajshahi,Deaths,27.0
2021-01-04,Rajshahi,Deaths,24.0
2021-01-05,Rajshahi,Deaths,20.0
2021-01-06,Rajshahi,Deaths,17.0
2021-01-07,Rajshahi,Deaths,31.0
2021-01-08,Rajshahi,Deaths,16.0
2021-01-09,Rajshahi,Deaths,22.0
2021-01-10,Rajshahi,Deaths,25.0
2021-01-11,Rajshahi,Deaths,22.0
2021-01-12,Rajshahi,Deaths,16.0
2021-01-13,Rajshahi,Deaths,14.0
2021-01-14,Rajshahi,Deaths,16.0
2021-01-15,Rajshahi,Deaths,13.0
2021-01-16,Rajshahi,Deaths,21.0
2021-01-17,Rajshahi,Deaths,23.0
2021-01-18,Rajshahi,Deaths,16.0
2021-01-19,Rajshahi,Deaths,20.0
2021-01-20,Rajshahi,Deaths,8.0
2021-01-21,Rajshahi,Deaths,16.0
2021-01-22,Rajshahi,Deaths,15.0
2021-01-23,Rajshahi,Deaths,22.0
2021-01-24,Rajshahi,Deaths,20.0
2021-01-25,Rajshahi,Deaths,18.0
2021-01-26,Rajshahi,Deaths,14.0
2021-01-27,Rajshahi,Deaths,17.0
2021-01-28,Rajshahi,Deaths,15.0
2021-01-29,Rajshahi,Deaths,7.0
2021-01-30,Rajshahi,Deaths,17.0
2021-01-31,Rajshahi,Deaths,16.0
2021-02-01,Rajshahi,Deaths,10.0
2021-02-02,Rajshahi,Deaths,12.0
2021-02-03,Rajshahi,Deaths,13.0
2021-02-04,Rajshahi,Deaths,13.0
2021-02-05,Rajshahi,Deaths,7.0
2021-02-06,Rajshahi,Deaths,8.0
2021-02-07,Rajshahi,Deaths,15.0
2021-02-08,Rajshahi,Deaths,16.0
2021-02-09,Rajshahi,Deaths,8.0
2021-02-10,Rajshahi,Deaths,10.0
2021-02-11,Rajshahi,Deaths,9.0
2021-02-12,Rajshahi,Deaths,5.0
2021-02-13,Rajshahi,Deaths,13.0
2021-02-14,Rajshahi,Deaths,8.0
2021-02-15,Rajshahi,Deaths,11.0
2021-02-16,Rajshahi,Deaths,13.0
2021-02-17,Rajshahi,Deaths,16.0
2021-02-18,Rajshahi,Deaths,15.0
2021-02-19,Rajshahi,Deaths,8.0
2021-02-20,Rajshahi,Deaths,5.0
2021-02-21,Rajshahi,Deaths,7.0
2021-02-22,Rajshahi,Deaths,7.0
2021-02-23,Rajshahi,Deaths,18.0
2021-02-24,Rajshahi,Deaths,5.0
2021-02-25,Rajshahi,Deaths,5.0
2021-02-26,Rajshahi,Deaths,11.0
2021-02-27,Rajshahi,Deaths,5.0
2021-02-28,Rajshahi,Deaths,8.0
2021-03-01,Rajshahi,Deaths,8.0
2021-03-02,Rajshahi,Deaths,7.0
2021-03-03,Rajshahi,Deaths,5.0
2021-03-04,Rajshahi,Deaths,7.0
2021-03-05,Rajshahi,Deaths,6.0
2021-03-06,Rajshahi,Deaths,10.0
2021-03-07,Rajshahi,Deaths,11.0
2021-03-08,Rajshahi,Deaths,14.0
2021-03-09,Rajshahi,Deaths,13.0
2021-03-10,Rajshahi,Deaths,7.0
2021-03-11,Rajshahi,Deaths,6.0
2021-03-12,Rajshahi,Deaths,13.0
2021-03-13,Rajshahi,Deaths,12.0
2021-03-14,Rajshahi,Deaths,18.0
2021-03-15,Rajshahi,Deaths,26.0
2021-03-16,Rajshahi,Deaths,26.0
2021-03-17,Rajshahi,Deaths,11.0
2021-03-18,Rajshahi,Deaths,16.0
2021-03-19,Rajshahi,Deaths,18.0
2021-03-20,Rajshahi,Deaths,26.0
2021-03-21,Rajshahi,Deaths,22.0
2021-03-22,Rajshahi,Deaths,30.0
2021-03-23,Rajshahi,Deaths,18.0
2021-03-24,Rajshahi,Deaths,25.0
2021-03-25,Rajshahi,Deaths,34.0
2021-03-26,Rajshahi,Deaths,33.0
2021-03-27,Rajshahi,Deaths,39.0
2021-03-28,Rajshahi,Deaths,35.0
2021-03-29,Rajshahi,Deaths,45.0
2021-03-30,Rajshahi,Deaths,45.0
2021-03-31,Rajshahi,Deaths,52.0
2021-04-01,Rajshahi,Deaths,59.0
2021-04-02,Rajshahi,Deaths,50.0
2021-04-03,Rajshahi,Deaths,58.0
2021-04-04,Rajshahi,Deaths,53.0
2021-04-05,Rajshahi,Deaths,52.0
2021-04-06,Rajshahi,Deaths,66.0
2021-04-07,Rajshahi,Deaths,63.0
2021-04-08,Rajshahi,Deaths,73.5
2021-04-09,Rajshahi,Deaths,63.0
2021-04-10,Rajshahi,Deaths,73.5
2021-04-11,Rajshahi,Deaths,73.5
2021-04-12,Rajshahi,Deaths,73.5
2021-04-13,Rajshahi,Deaths,69.0
2021-04-14,Rajshahi,Deaths,73.5
2021-04-15,Rajshahi,Deaths,73.5
2021-04-16,Rajshahi,Deaths,73.5
2021-04-17,Rajshahi,Deaths,73.5
2021-04-18,Rajshahi,Deaths,73.5
2021-04-19,Rajshahi,Deaths,73.5
2021-04-20,Rajshahi,Deaths,73.5
2021-04-21,Rajshahi,Deaths,73.5
2021-04-22,Rajshahi,Deaths,73.5
2021-04-23,Rajshahi,Deaths,73.5
2021-04-24,Rajshahi,Deaths,73.5
2021-04-25,Rajshahi,Deaths,73.5
2021-04-26,Rajshahi,Deaths,73.5
2021-04-27,Rajshahi,Deaths,73.5
2021-04-28,Rajshahi,Deaths,73.5
2021-04-29,Rajshahi,Deaths,73.5
2021-04-30,Rajshahi,Deaths,57.0
2021-05-01,Rajshahi,Deaths,60.0
2021-05-02,Rajshahi,Deaths,69.0
2021-05-03,Rajshahi,Deaths,65.0
2021-05-04,Rajshahi,Deaths,61.0
2021-05-05,Rajshahi,Deaths,50.0
2021-05-06,Rajshahi,Deaths,41.0
2021-05-07,Rajshahi,Deaths,37.0
2021-05-08,Rajshahi,Deaths,45.0
2021-05-09,Rajshahi,Deaths,56.0
2021-05-10,Rajshahi,Deaths,38.0
2021-05-11,Rajshahi,Deaths,33.0
2021-05-12,Rajshahi,Deaths,40.0
2021-05-13,Rajshahi,Deaths,31.0
2021-05-14,Rajshahi,Deaths,26.0
2021-05-15,Rajshahi,Deaths,22.0
2021-05-16,Rajshahi,Deaths,25.0
2021-05-17,Rajshahi,Deaths,32.0
2021-05-18,Rajshahi,Deaths,30.0
2021-05-19,Rajshahi,Deaths,37.0
2021-05-20,Rajshahi,Deaths,36.0
2021-05-21,Rajshahi,Deaths,26.0
2021-05-22,Rajshahi,Deaths,38.0
2021-05-23,Rajshahi,Deaths,28.0
2021-05-24,Rajshahi,Deaths,25.0
2021-05-25,Rajshahi,Deaths,40.0
2021-05-26,Rajshahi,Deaths,17.0
2021-05-27,Rajshahi,Deaths,22.0
2021-05-28,Rajshahi,Deaths,31.0
2021-05-29,Rajshahi,Deaths,38.0
2021-05-30,Rajshahi,Deaths,34.0
2021-05-31,Rajshahi,Deaths,36.0
2021-06-01,Rajshahi,Deaths,41.0
2021-06-02,Rajshahi,Deaths,34.0
2021-06-03,Rajshahi,Deaths,30.0
2021-06-04,Rajshahi,Deaths,34.0
2021-06-05,Rajshahi,Deaths,43.0
2021-06-06,Rajshahi,Deaths,38.0
2021-06-07,Rajshahi,Deaths,30.0
2021-06-08,Rajshahi,Deaths,44.0
2021-06-09,Rajshahi,Deaths,36.0
2021-06-10,Rajshahi,Deaths,40.0
2021-06-11,Rajshahi,Deaths,43.0
2021-06-12,Rajshahi,Deaths,39.0
2021-06-13,Rajshahi,Deaths,47.0
2021-06-14,Rajshahi,Deaths,54.0
2021-06-15,Rajshahi,Deaths,50.0
2021-06-16,Rajshahi,Deaths,60.0
2021-06-17,Rajshahi,Deaths,63.0
2021-06-18,Rajshahi,Deaths,54.0
2021-06-19,Rajshahi,Deaths,67.0
2021-06-20,Rajshahi,Deaths,73.5
2021-06-21,Rajshahi,Deaths,73.5
2021-06-22,Rajshahi,Deaths,73.5
2021-06-23,Rajshahi,Deaths,73.5
2021-06-24,Rajshahi,Deaths,73.5
2021-06-25,Rajshahi,Deaths,73.5
2021-06-26,Rajshahi,Deaths,73.5
2021-06-27,Rajshahi,Deaths,73.5
2021-06-28,Rajshahi,Deaths,73.5
2021-06-29,Rajshahi,Deaths,73.5
2021-06-30,Rajshahi,Deaths,73.5
2021-07-01,Rajshahi,Deaths,73.5
2021-07-02,Rajshahi,Deaths,73.5
2020-03-06,Rajshahi,Death Rate,
2020-03-08,Rajshahi,Death Rate,
2020-03-09,Rajshahi,Death Rate,
2020-03-18,Rajshahi,Death Rate,13.43942160567067
2020-03-19,Rajshahi,Death Rate,13.43942160567067
2020-03-20,Rajshahi,Death Rate,13.43942160567067
2020-03-21,Rajshahi,Death Rate,13.43942160567067
2020-03-22,Rajshahi,Death Rate,13.43942160567067
2020-03-23,Rajshahi,Death Rate,13.43942160567067
2020-03-24,Rajshahi,Death Rate,13.43942160567067
2020-03-25,Rajshahi,Death Rate,0.0
2020-03-26,Rajshahi,Death Rate,8.325
2020-03-27,Rajshahi,Death Rate,13.43942160567067
2020-03-31,Rajshahi,Death Rate,13.43942160567067
2020-04-01,Rajshahi,Death Rate,13.43942160567067
2020-04-03,Rajshahi,Death Rate,13.43942160567067
2020-04-04,Rajshahi,Death Rate,13.43942160567067
2020-04-05,Rajshahi,Death Rate,5.6
2020-04-06,Rajshahi,Death Rate,8.6
2020-04-07,Rajshahi,Death Rate,12.2
2020-04-08,Rajshahi,Death Rate,5.6
2020-04-09,Rajshahi,Death Rate,0.9
2020-04-10,Rajshahi,Death Rate,6.4
2020-04-11,Rajshahi,Death Rate,5.2
2020-04-12,Rajshahi,Death Rate,2.9
